applicant_id,edad,genero,provincia,region,zona,tipo_beca,nivel_estudio,ingreso_hogar_mensual_dop,miembros_hogar,promedio_academico,score_documental,horas_voluntariado,puntaje_ingles,costo_anual_programa_dop,primera_generacion_universitaria,discapacidad,adjudicada
RD-000842,38,femenino,La Romana,Yuma,rural,nacional,maestria,33384.55,3,95.17,80.91,75.8,59.11,257010.46,0,0,1
RD-000843,17,femenino,Puerto Plata,Cibao Norte,rural,nacional,grado,67508.15,1,87.96,70.81,61.8,64.17,212321.55,0,0,1
RD-000844,26,femenino,Santiago,Cibao Norte,urbana,nacional,grado,76853.86,7,82.42,82.32,75.4,30.1,424961.59,1,0,1
RD-000845,39,masculino,Distrito Nacional,Ozama,urbana,internacional,maestria,43786.27,6,88.93,100.0,109.2,84.6,1505957.16,0,0,1
RD-000846,22,masculino,Peravia,Valdesia,urbana,nacional,grado,21865.46,2,68.16,86.88,109.7,45.9,327085.05,0,0,0
RD-000847,22,femenino,Santiago,Cibao Norte,urbana,internacional,doctorado,35861.67,7,100.0,77.29,0.0,93.84,1275420.24,0,1,1
RD-000848,18,femenino,San Cristobal,Valdesia,rural,nacional,grado,19096.64,6,86.2,68.0,98.5,67.33,216871.42,0,0,1
RD-000849,26,femenino,Santo Domingo,Ozama,rural,nacional,grado,43974.33,3,100.0,70.6,82.4,67.44,430719.13,0,0,1
RD-000850,39,femenino,San Juan,El Valle,urbana,nacional,maestria,48555.93,7,77.05,86.16,61.6,53.94,305078.82,0,0,0
RD-000851,28,femenino,Santo Domingo,Ozama,urbana,nacional,maestria,36355.81,4,75.06,67.37,137.1,54.68,107026.66,0,0,0
RD-000852,21,masculino,Santo Domingo,Ozama,rural,nacional,grado,48191.66,5,86.93,78.03,138.9,65.38,141973.43,1,0,1
RD-000853,17,femenino,Azua,Valdesia,urbana,nacional,grado,53066.21,2,86.9,95.25,100.7,29.48,392202.82,0,0,1
RD-000854,23,femenino,Peravia,Valdesia,urbana,nacional,grado,48594.91,1,86.71,79.8,35.5,37.73,248393.21,0,0,0
RD-000855,21,masculino,Santo Domingo,Ozama,urbana,nacional,grado,21788.95,4,85.49,65.05,6.3,47.81,213851.95,1,0,0
RD-000856,19,femenino,La Vega,Cibao Sur,urbana,nacional,grado,36706.33,3,78.98,100.0,93.9,32.01,165992.11,0,1,1
RD-000857,31,masculino,San Pedro de Macoris,Higuamo,urbana,internacional,maestria,52860.61,7,72.12,99.15,121.2,71.33,1963133.51,1,0,1
RD-000858,17,masculino,Azua,Valdesia,urbana,nacional,grado,100538.04,1,86.27,84.01,0.0,47.1,374319.37,0,0,0
RD-000859,25,femenino,Santiago,Cibao Norte,urbana,nacional,grado,36331.52,6,73.74,93.31,108.9,53.31,173497.84,0,0,1
RD-000860,18,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,57123.0,5,72.98,74.8,48.5,51.15,182809.65,1,0,0
RD-000861,25,femenino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,68390.11,7,80.95,86.69,0.0,68.04,296955.72,0,1,1
RD-000862,44,femenino,San Pedro de Macoris,Higuamo,rural,nacional,maestria,37867.74,7,87.45,72.92,81.1,60.6,141228.54,1,0,1
RD-000863,17,masculino,La Romana,Yuma,urbana,nacional,grado,79350.04,7,99.9,61.74,100.9,50.93,151177.77,0,0,1
RD-000864,23,masculino,Duarte,Cibao Nordeste,rural,nacional,grado,81731.57,3,91.83,100.0,44.2,47.0,240597.89,0,1,1
RD-000865,35,femenino,Distrito Nacional,Ozama,urbana,internacional,maestria,90148.32,5,95.47,61.12,12.4,93.34,1926907.23,1,0,0
RD-000866,25,femenino,Peravia,Valdesia,urbana,nacional,grado,54292.3,2,89.23,81.57,137.0,51.55,163123.31,1,0,1
RD-000867,22,masculino,Azua,Valdesia,urbana,nacional,grado,154519.49,4,86.93,81.43,29.9,89.78,284951.96,1,0,0
RD-000868,17,masculino,La Romana,Yuma,rural,nacional,grado,30079.35,2,100.0,84.19,112.2,30.14,260787.24,1,0,1
RD-000869,24,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,135705.54,2,73.42,76.92,0.0,38.11,80000.0,0,1,1
RD-000870,24,masculino,Santo Domingo,Ozama,urbana,nacional,grado,64380.41,4,80.69,77.05,78.7,35.91,314147.42,0,0,0
RD-000871,26,masculino,San Pedro de Macoris,Higuamo,rural,nacional,grado,88186.84,1,81.32,79.66,77.4,56.04,185890.52,0,0,0
RD-000872,21,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,35382.73,4,91.15,83.76,99.3,55.45,316575.58,1,0,1
RD-000873,26,femenino,Barahona,Enriquillo,urbana,nacional,grado,67135.02,3,76.17,77.98,127.2,43.4,437570.57,1,0,0
RD-000874,23,femenino,Santiago,Cibao Norte,urbana,nacional,grado,92488.15,2,90.11,77.18,23.4,65.44,233626.83,1,0,1
RD-000875,36,masculino,San Pedro de Macoris,Higuamo,urbana,internacional,maestria,23201.05,4,88.64,62.15,83.4,70.28,1080833.68,0,0,0
RD-000876,20,masculino,Azua,Valdesia,urbana,nacional,grado,38567.7,6,90.51,100.0,0.0,66.07,370985.21,0,0,1
RD-000877,19,masculino,Santiago,Cibao Norte,rural,nacional,grado,12994.88,5,90.36,84.43,0.0,70.05,160283.63,1,0,1
RD-000878,31,masculino,Santiago,Cibao Norte,rural,internacional,doctorado,38250.69,1,96.31,80.51,34.0,92.77,1910140.85,1,0,1
RD-000879,24,masculino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,26935.37,4,83.61,70.51,78.4,62.28,195962.0,0,0,1
RD-000880,17,femenino,Duarte,Cibao Nordeste,rural,nacional,grado,37430.0,5,88.24,65.96,135.5,32.65,180442.05,0,0,1
RD-000881,21,masculino,Santiago,Cibao Norte,rural,nacional,grado,210660.65,5,78.11,88.32,143.7,55.74,464759.52,1,0,1
RD-000882,43,masculino,Monsenor Nouel,Cibao Sur,urbana,internacional,maestria,108531.09,3,76.28,76.08,44.0,69.48,1989300.4,1,0,0
RD-000883,20,masculino,San Juan,El Valle,rural,nacional,grado,19116.44,1,98.12,85.45,73.7,51.55,394086.75,1,0,1
RD-000884,24,masculino,La Vega,Cibao Sur,urbana,nacional,grado,57277.09,1,77.5,61.77,102.4,33.93,237508.34,1,1,0
RD-000885,26,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,65474.24,3,89.13,96.56,94.4,79.13,2121948.51,1,0,1
RD-000886,34,femenino,Santiago,Cibao Norte,rural,nacional,maestria,35036.88,5,88.25,88.82,52.4,32.64,80000.0,0,0,1
RD-000887,22,masculino,Santiago,Cibao Norte,rural,internacional,maestria,46540.08,6,93.4,77.03,63.4,63.13,1584065.77,1,0,1
RD-000888,31,masculino,Santo Domingo,Ozama,urbana,internacional,doctorado,49108.64,5,70.73,83.61,55.0,66.45,2023750.44,0,0,0
RD-000889,29,femenino,Santo Domingo,Ozama,urbana,internacional,maestria,20117.87,3,91.13,86.89,50.6,74.41,1729787.3,0,0,1
RD-000890,26,masculino,San Cristobal,Valdesia,urbana,nacional,grado,23927.14,4,83.54,61.96,44.6,79.07,296231.09,0,0,1
RD-000891,17,femenino,Santiago,Cibao Norte,urbana,nacional,grado,46386.47,1,79.2,98.13,54.6,87.42,243637.49,1,0,1
RD-000892,19,femenino,San Juan,El Valle,urbana,nacional,grado,44563.54,6,81.99,83.8,41.7,27.72,150377.65,0,0,0
RD-000893,18,femenino,Santo Domingo,Ozama,urbana,nacional,grado,28575.09,3,92.29,69.55,8.9,41.43,274450.67,1,0,1
RD-000894,22,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,27257.75,4,89.85,64.84,98.8,44.16,221883.92,0,0,1
RD-000895,28,femenino,San Pedro de Macoris,Higuamo,urbana,internacional,maestria,40159.79,4,82.98,89.85,83.2,80.55,1749628.63,1,0,0
RD-000896,25,femenino,Azua,Valdesia,rural,nacional,grado,68691.66,3,74.89,80.53,144.4,50.98,213373.59,0,0,1
RD-000897,22,femenino,Santo Domingo,Ozama,rural,nacional,maestria,40454.49,2,75.45,83.79,76.6,68.12,195477.1,0,0,1
RD-000898,24,femenino,Santo Domingo,Ozama,urbana,nacional,grado,103001.82,7,90.02,78.32,41.2,56.5,188301.18,0,0,1
RD-000899,21,masculino,Santo Domingo,Ozama,urbana,nacional,grado,28776.05,1,73.78,65.97,31.8,34.01,156021.2,1,0,0
RD-000900,42,masculino,Puerto Plata,Cibao Norte,rural,nacional,maestria,46920.52,7,83.05,84.1,62.1,24.1,190357.01,0,0,0
RD-000901,26,femenino,La Vega,Cibao Sur,urbana,nacional,grado,34722.3,1,100.0,75.63,84.9,42.8,281030.6,0,0,1
RD-000902,23,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,58301.23,1,87.68,77.74,49.0,98.78,1686783.9,1,0,1
RD-000903,19,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,27450.14,7,89.94,100.0,0.0,55.86,128334.56,1,0,1
RD-000904,22,masculino,Puerto Plata,Cibao Norte,rural,nacional,grado,121791.86,7,75.51,88.43,26.7,67.82,314992.57,1,0,1
RD-000905,20,masculino,San Juan,El Valle,urbana,nacional,grado,16649.96,7,74.18,89.12,60.8,30.73,226874.6,1,0,1
RD-000906,20,masculino,San Cristobal,Valdesia,rural,nacional,grado,108392.5,6,90.37,100.0,93.3,47.12,312961.04,1,0,1
RD-000907,39,masculino,Puerto Plata,Cibao Norte,rural,internacional,maestria,44333.4,4,81.74,82.61,0.0,57.97,2078702.35,0,0,0
RD-000908,23,femenino,Distrito Nacional,Ozama,rural,internacional,doctorado,57172.8,1,93.39,79.44,71.9,79.52,1598020.17,0,0,1
RD-000909,25,masculino,Santo Domingo,Ozama,rural,nacional,maestria,87902.95,5,85.15,69.85,70.0,51.04,80000.0,0,0,1
RD-000910,29,masculino,Santo Domingo,Ozama,urbana,internacional,doctorado,67623.7,4,100.0,72.57,39.7,75.96,1100582.55,0,0,1
RD-000911,17,masculino,La Romana,Yuma,rural,nacional,grado,28239.73,6,80.22,53.43,33.6,64.4,157099.51,0,0,0
RD-000912,18,femenino,Azua,Valdesia,urbana,nacional,grado,58691.45,1,87.11,87.49,26.9,57.98,266689.75,1,0,0
RD-000913,38,masculino,Peravia,Valdesia,rural,internacional,doctorado,117843.26,1,77.65,62.8,66.3,63.52,940685.81,0,1,0
RD-000914,18,masculino,Barahona,Enriquillo,urbana,nacional,grado,25899.77,5,93.06,88.83,110.7,65.07,142577.08,0,1,1
RD-000915,24,masculino,Barahona,Enriquillo,urbana,nacional,grado,135284.56,6,88.32,77.48,113.9,48.58,80000.0,1,0,1
RD-000916,27,masculino,San Juan,El Valle,urbana,nacional,maestria,52163.4,7,77.11,79.54,9.4,67.05,283947.82,0,0,1
RD-000917,21,femenino,Distrito Nacional,Ozama,rural,nacional,grado,33247.16,4,82.26,77.49,51.6,43.15,323351.62,0,0,1
RD-000918,21,femenino,Santo Domingo,Ozama,urbana,nacional,grado,25814.48,3,95.77,94.63,0.0,61.39,331644.99,0,0,1
RD-000919,26,masculino,Santiago,Cibao Norte,urbana,nacional,grado,37316.55,4,94.81,92.51,64.9,22.44,148344.05,1,0,1
RD-000920,24,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,14394.43,4,73.48,77.65,86.9,40.8,337548.0,0,0,1
RD-000921,23,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,33577.64,5,81.07,67.21,130.7,86.74,293771.3,0,0,0
RD-000922,39,femenino,Azua,Valdesia,urbana,internacional,maestria,36511.77,2,99.37,89.09,0.0,86.55,1296574.62,1,0,1
RD-000923,22,masculino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,23366.82,3,83.46,66.31,11.0,61.17,182108.3,0,0,0
RD-000924,34,femenino,Duarte,Cibao Nordeste,urbana,internacional,maestria,63660.2,4,86.27,59.34,66.5,72.28,2198067.79,0,0,1
RD-000925,19,masculino,Santo Domingo,Ozama,rural,nacional,grado,37409.45,6,93.02,83.98,0.0,35.59,413994.17,0,0,1
RD-000926,23,masculino,Santo Domingo,Ozama,rural,nacional,grado,29741.93,6,74.14,92.62,67.7,48.03,399348.2,0,0,1
RD-000927,21,femenino,Santo Domingo,Ozama,urbana,nacional,grado,35279.82,6,77.28,73.14,88.0,50.99,235413.24,0,0,1
RD-000928,36,masculino,Azua,Valdesia,urbana,internacional,maestria,51292.98,2,82.21,82.85,2.3,78.75,2156649.12,0,0,1
RD-000929,26,femenino,Duarte,Cibao Nordeste,urbana,nacional,grado,43926.44,3,94.44,73.01,66.0,67.28,80000.0,0,0,1
RD-000930,24,masculino,San Pedro de Macoris,Higuamo,urbana,internacional,maestria,28694.58,4,92.96,86.66,5.5,74.18,1788952.85,1,0,1
RD-000931,25,masculino,Santo Domingo,Ozama,urbana,nacional,grado,45211.62,7,90.56,91.14,121.9,52.99,310834.85,0,0,1
RD-000932,25,femenino,Santiago,Cibao Norte,rural,nacional,grado,41032.85,3,83.69,74.85,69.3,63.37,272781.77,0,0,1
RD-000933,18,femenino,Santiago,Cibao Norte,urbana,nacional,grado,22545.59,7,93.84,65.67,31.2,32.22,182772.89,0,1,1
RD-000934,20,masculino,La Romana,Yuma,rural,nacional,grado,36001.74,6,83.58,60.52,4.3,23.18,246309.56,1,0,0
RD-000935,26,femenino,La Romana,Yuma,urbana,nacional,grado,58025.4,5,89.42,89.11,77.5,63.15,379246.59,0,0,1
RD-000936,17,femenino,Santo Domingo,Ozama,rural,nacional,grado,57796.07,5,92.1,64.36,121.1,53.08,274385.47,1,1,1
RD-000937,25,femenino,San Juan,El Valle,urbana,nacional,maestria,37179.75,6,98.37,82.46,25.3,32.32,490008.43,0,0,1
RD-000938,22,femenino,Distrito Nacional,Ozama,rural,nacional,grado,61219.74,5,84.35,87.33,40.2,20.58,317090.27,0,0,1
RD-000939,26,femenino,Peravia,Valdesia,urbana,nacional,grado,24612.86,5,81.9,71.98,26.2,65.41,152716.48,0,0,0
RD-000940,19,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,25035.67,3,95.16,76.01,130.0,44.18,200973.84,1,0,1
RD-000941,24,masculino,Santo Domingo,Ozama,urbana,nacional,grado,36746.92,3,95.77,89.99,0.0,58.0,172568.18,0,0,1
RD-000942,23,femenino,Azua,Valdesia,urbana,nacional,grado,96149.68,5,80.45,68.3,117.9,48.04,321481.94,0,0,0
RD-000943,18,masculino,Santo Domingo,Ozama,rural,nacional,grado,46156.28,6,75.96,67.08,43.0,51.49,349587.37,0,0,0
RD-000944,19,femenino,La Vega,Cibao Sur,rural,nacional,grado,36262.84,5,94.55,75.19,56.8,43.12,403047.31,0,0,0
RD-000945,23,femenino,La Vega,Cibao Sur,urbana,nacional,grado,98644.32,7,71.67,93.33,44.7,50.85,208424.81,0,0,0
RD-000946,41,otro,Santo Domingo,Ozama,urbana,internacional,maestria,36032.76,5,71.26,97.33,70.8,84.37,1257220.05,0,0,1
RD-000947,19,masculino,San Pedro de Macoris,Higuamo,rural,nacional,grado,144221.17,3,82.65,76.81,27.2,47.86,361639.73,1,0,0
RD-000948,19,masculino,Azua,Valdesia,urbana,nacional,grado,31850.05,5,84.82,69.45,107.6,47.01,387234.19,1,0,1
RD-000949,35,masculino,Azua,Valdesia,urbana,internacional,maestria,24186.48,5,75.52,90.77,109.5,77.1,830037.18,0,0,0
RD-000950,36,masculino,Santiago,Cibao Norte,urbana,nacional,maestria,38503.36,7,85.77,57.97,15.7,62.11,298911.32,0,0,1
RD-000951,21,masculino,Puerto Plata,Cibao Norte,rural,nacional,grado,36790.82,2,86.13,80.97,90.0,34.94,126661.61,0,0,1
RD-000952,27,femenino,Santo Domingo,Ozama,urbana,internacional,doctorado,27058.43,2,80.16,77.47,44.0,81.86,1462763.15,1,0,1
RD-000953,27,femenino,Santo Domingo,Ozama,urbana,internacional,doctorado,176501.69,2,100.0,93.53,62.3,81.47,1379925.31,0,0,1
RD-000954,21,femenino,Santo Domingo,Ozama,urbana,nacional,grado,50274.06,1,87.44,94.74,128.6,52.21,181010.38,0,0,1
RD-000955,24,masculino,San Juan,El Valle,urbana,nacional,grado,54466.29,5,93.03,66.69,29.7,73.51,102278.29,1,0,1
RD-000956,21,masculino,Azua,Valdesia,urbana,nacional,grado,32727.35,7,72.35,80.01,101.7,57.38,127714.71,0,0,0
RD-000957,34,femenino,La Romana,Yuma,rural,internacional,maestria,30708.1,5,72.28,71.15,80.6,89.91,1745470.98,0,0,0
RD-000958,31,femenino,Puerto Plata,Cibao Norte,rural,internacional,maestria,74165.7,1,87.68,74.48,51.3,74.67,1750882.72,1,0,0
RD-000959,24,masculino,Puerto Plata,Cibao Norte,rural,nacional,grado,16785.77,3,98.84,85.41,76.5,49.5,243219.81,0,0,0
RD-000960,38,femenino,Puerto Plata,Cibao Norte,urbana,nacional,maestria,22503.46,7,75.92,73.98,71.2,51.7,83818.77,0,0,1
RD-000961,17,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,36826.77,1,85.15,80.33,7.9,54.14,500432.35,1,0,1
RD-000962,25,masculino,La Vega,Cibao Sur,urbana,nacional,grado,88705.4,5,74.12,89.49,32.7,56.84,193590.14,0,0,0
RD-000963,25,masculino,Santo Domingo,Ozama,rural,nacional,grado,34338.27,4,78.25,96.18,13.0,37.12,113719.98,0,0,0
RD-000964,22,femenino,Santo Domingo,Ozama,urbana,nacional,grado,53044.34,7,85.54,81.46,47.6,48.5,295342.63,0,0,1
RD-000965,19,masculino,San Juan,El Valle,urbana,nacional,grado,42841.0,4,80.06,79.41,120.5,41.13,239565.34,1,0,1
RD-000966,25,femenino,Puerto Plata,Cibao Norte,urbana,nacional,grado,86072.23,4,73.56,64.71,86.1,67.44,162799.16,1,0,0
RD-000967,21,masculino,San Juan,El Valle,urbana,nacional,grado,17648.43,6,73.38,97.03,0.0,23.11,277108.42,0,1,1
RD-000968,19,femenino,Santo Domingo,Ozama,rural,nacional,grado,63245.53,6,68.91,83.95,47.7,54.35,176120.67,0,0,1
RD-000969,20,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,37820.46,4,87.81,79.63,70.5,29.23,211909.28,1,0,1
RD-000970,19,masculino,Santo Domingo,Ozama,urbana,nacional,grado,70170.71,6,88.78,79.02,93.5,58.48,379234.3,1,0,0
RD-000971,42,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,26886.91,6,88.74,82.33,30.7,76.85,1131438.43,0,0,1
RD-000972,20,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,42762.47,4,76.73,87.26,4.3,24.75,298341.4,1,0,0
RD-000973,23,femenino,Distrito Nacional,Ozama,rural,nacional,grado,39879.64,6,92.05,88.75,57.5,66.13,190397.9,0,0,1
RD-000974,40,masculino,Peravia,Valdesia,rural,nacional,maestria,24310.42,3,89.65,97.33,85.6,14.25,254554.15,1,0,1
RD-000975,20,femenino,Santiago,Cibao Norte,rural,nacional,grado,20863.84,3,84.06,80.91,70.6,51.53,166772.68,1,0,1
RD-000976,18,femenino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,30661.83,1,82.75,99.05,20.2,62.37,162567.14,1,0,1
RD-000977,23,femenino,La Vega,Cibao Sur,urbana,nacional,grado,45318.11,5,78.81,90.69,139.0,72.65,200824.38,0,0,1
RD-000978,26,masculino,Santiago,Cibao Norte,urbana,nacional,grado,27825.23,2,85.54,77.28,55.6,27.85,174021.75,1,0,1
RD-000979,24,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,35187.97,6,96.94,57.99,68.7,44.26,338613.64,0,1,1
RD-000980,19,masculino,Santo Domingo,Ozama,urbana,nacional,grado,14955.16,7,93.1,79.03,30.2,68.25,295018.03,0,1,1
RD-000981,31,masculino,Barahona,Enriquillo,urbana,nacional,maestria,34411.38,7,81.95,96.7,109.8,69.27,80000.0,0,0,1
RD-000982,31,masculino,La Altagracia,Yuma,urbana,nacional,maestria,74085.32,2,88.31,68.7,85.7,71.21,403797.37,1,0,1
RD-000983,21,femenino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,62183.76,5,75.19,78.99,74.2,90.42,300907.6,1,0,0
RD-000984,19,femenino,La Vega,Cibao Sur,rural,nacional,grado,40222.95,6,89.84,79.98,8.2,44.37,348737.43,0,0,0
RD-000985,22,masculino,Santo Domingo,Ozama,urbana,nacional,grado,48243.14,4,77.35,89.31,109.2,57.59,223760.2,0,0,1
RD-000986,21,masculino,Peravia,Valdesia,urbana,nacional,grado,26754.47,4,89.52,73.35,94.1,46.81,98065.23,0,0,1
RD-000987,23,femenino,Santiago,Cibao Norte,rural,nacional,grado,103098.62,4,100.0,67.57,105.7,22.37,114215.27,0,0,1
RD-000988,22,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,131566.72,3,79.44,84.84,61.7,50.65,402188.57,0,0,1
RD-000989,28,femenino,Santiago,Cibao Norte,rural,internacional,maestria,46196.21,5,100.0,69.08,56.6,89.65,1705458.79,1,0,1
RD-000990,36,femenino,La Romana,Yuma,urbana,internacional,maestria,175409.27,7,87.93,55.97,51.8,77.12,1074551.98,0,0,1
RD-000991,43,masculino,San Cristobal,Valdesia,urbana,internacional,maestria,29024.62,2,78.0,100.0,162.6,77.27,1134302.74,0,0,1
RD-000992,24,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,21203.18,1,77.64,89.12,35.6,58.58,108446.44,0,0,1
RD-000993,35,femenino,La Romana,Yuma,urbana,nacional,maestria,28558.42,1,100.0,100.0,6.6,40.32,290648.31,0,0,1
RD-000994,25,femenino,Santo Domingo,Ozama,urbana,nacional,grado,37394.55,5,87.94,88.49,43.2,25.22,298025.67,0,0,1
RD-000995,17,masculino,San Juan,El Valle,urbana,nacional,grado,150487.7,2,79.47,86.16,36.0,64.98,279300.39,1,0,0
RD-000996,19,otro,La Vega,Cibao Sur,urbana,nacional,grado,36147.48,4,82.37,82.43,116.7,42.94,181655.3,0,0,1
RD-000997,17,femenino,San Cristobal,Valdesia,urbana,nacional,grado,26296.45,7,87.45,75.77,0.0,45.52,267432.26,0,0,1
RD-000998,24,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,25741.19,1,83.93,84.15,34.7,37.33,409439.36,0,0,1
RD-000999,30,masculino,Monte Cristi,Cibao Noroeste,rural,nacional,maestria,78984.91,2,86.77,71.36,68.6,69.24,103770.66,0,1,1
RD-001000,20,masculino,Santo Domingo,Ozama,urbana,nacional,grado,73021.99,2,98.19,65.17,117.1,56.06,346085.18,1,1,1
RD-001001,23,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,32305.31,4,74.98,74.01,92.1,42.8,316758.71,1,0,1
RD-001002,27,femenino,La Vega,Cibao Sur,urbana,nacional,maestria,15037.75,5,89.16,93.5,132.9,23.29,229999.93,1,0,1
RD-001003,44,masculino,Santo Domingo,Ozama,rural,internacional,maestria,22680.79,2,83.42,63.21,75.6,82.06,1151389.95,0,0,0
RD-001004,26,femenino,Santo Domingo,Ozama,urbana,nacional,grado,108736.64,1,80.01,63.4,50.8,81.69,273888.55,0,0,0
RD-001005,27,femenino,San Cristobal,Valdesia,urbana,nacional,maestria,61626.32,1,92.58,85.1,98.5,73.65,147229.88,0,0,1
RD-001006,25,femenino,Santiago,Cibao Norte,rural,nacional,grado,43739.36,6,72.31,73.02,0.0,41.45,84932.72,0,0,0
RD-001007,22,masculino,Peravia,Valdesia,urbana,nacional,grado,117931.38,1,65.07,83.83,0.0,44.49,326119.39,0,0,0
RD-001008,20,masculino,Santiago,Cibao Norte,urbana,nacional,grado,123881.34,5,85.8,89.88,103.9,58.01,121733.47,1,1,0
RD-001009,26,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,41366.77,5,82.89,83.54,69.5,38.59,136150.85,1,0,1
RD-001010,21,femenino,La Vega,Cibao Sur,rural,nacional,grado,41786.79,1,73.18,70.41,103.4,37.16,191020.62,1,0,0
RD-001011,18,femenino,San Cristobal,Valdesia,urbana,nacional,grado,30634.26,4,70.32,93.4,21.6,73.88,267026.84,0,0,0
RD-001012,22,otro,Monsenor Nouel,Cibao Sur,urbana,nacional,maestria,36079.07,3,99.45,86.91,117.8,51.17,192561.17,1,0,1
RD-001013,36,masculino,La Vega,Cibao Sur,rural,internacional,maestria,18629.87,4,87.7,78.32,90.2,76.55,1101204.2,0,0,0
RD-001014,22,femenino,San Juan,El Valle,rural,nacional,grado,18588.3,1,84.16,77.74,58.6,66.29,330512.32,1,0,1
RD-001015,22,masculino,Santiago,Cibao Norte,urbana,nacional,grado,16359.07,5,100.0,82.49,69.3,43.39,208345.03,0,0,1
RD-001016,22,femenino,Santo Domingo,Ozama,urbana,nacional,maestria,76602.53,6,92.18,74.26,75.6,22.31,164142.2,1,0,1
RD-001017,18,femenino,San Cristobal,Valdesia,urbana,nacional,grado,17876.26,1,98.15,58.43,21.4,34.98,277489.36,0,0,1
RD-001018,17,femenino,Azua,Valdesia,rural,nacional,grado,123312.77,4,74.56,87.0,42.7,44.25,245565.65,1,0,0
RD-001019,21,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,28234.28,5,74.26,86.29,74.9,55.3,242728.34,0,0,1
RD-001020,29,masculino,La Vega,Cibao Sur,urbana,internacional,maestria,109704.15,1,88.94,50.39,40.9,74.95,550000.0,0,0,0
RD-001021,43,femenino,Peravia,Valdesia,rural,nacional,maestria,34517.44,6,87.32,84.13,0.0,70.42,226942.49,0,0,0
RD-001022,31,femenino,San Pedro de Macoris,Higuamo,urbana,nacional,maestria,17829.28,4,94.0,99.08,73.3,48.44,320247.76,0,0,1
RD-001023,26,masculino,Monte Cristi,Cibao Noroeste,urbana,nacional,grado,85483.48,3,70.95,64.47,97.6,45.02,104301.83,0,0,0
RD-001024,27,femenino,Puerto Plata,Cibao Norte,rural,internacional,doctorado,91219.69,4,89.63,77.12,108.1,79.15,1674792.27,1,1,0
RD-001025,33,femenino,San Cristobal,Valdesia,urbana,internacional,maestria,25633.93,5,91.91,75.82,84.0,86.92,2513590.04,0,0,1
RD-001026,23,masculino,Santiago,Cibao Norte,rural,internacional,maestria,35157.43,5,91.49,97.92,96.8,90.58,1267184.86,0,0,1
RD-001027,18,masculino,San Juan,El Valle,urbana,nacional,grado,25637.52,6,80.75,91.45,104.4,56.38,165110.0,0,0,1
RD-001028,24,femenino,Santiago,Cibao Norte,urbana,nacional,grado,39486.35,1,88.15,67.46,63.6,44.87,206795.12,1,0,1
RD-001029,24,femenino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,44770.56,6,77.79,82.11,0.0,34.57,170176.41,1,0,1
RD-001030,26,masculino,Santiago,Cibao Norte,urbana,internacional,maestria,34777.97,1,81.66,100.0,112.2,87.58,1995213.4,0,0,1
